,accuracy,checkin,cleanliness,communication,guestSatisfaction,isSuperhost,latitude,location,longitude,numBaths,numBeds,numGuests,numReviews,numRooms,price,rating,roomID,value,bath,private bath,shared bath,Studio,bedroom,Entire home/apt,Private room,Shared room
966,1.0,1.0,1.0,1.0,0.9500000000000002,1.0,0.5502348136664637,0.875,0.3994297292075544,0.14285714285714285,0.0,0.3333333333333333,0.049350649350649346,0.125,0.3439767779390421,1.0,0.6448421619864497,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
967,0.875,1.0,0.875,1.0,0.8625,0.0,0.568464401397307,1.0,0.47737660431619133,0.14285714285714285,0.25,0.6666666666666666,0.17402597402597403,0.25,0.3483309143686502,0.875,0.6083983196815642,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
968,1.0,1.0,1.0,1.0,1.0,1.0,0.24543671337164596,1.0,0.12022873551370594,0.2857142857142857,0.125,0.6666666666666666,0.012987012987012988,0.25,0.34687953555878087,1.0,0.9041155584353535,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
969,1.0,1.0,1.0,1.0,0.9875,1.0,0.249291761457755,1.0,0.37387108814834846,0.14285714285714285,0.0,0.2222222222222222,0.06233766233766233,0.125,0.3483309143686502,1.0,0.5841710599946986,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
970,0.75,0.875,0.875,0.875,1.0,1.0,0.5816182686462525,0.875,0.5169504611610591,0.14285714285714285,0.0,0.2222222222222222,0.015584415584415586,0.0,0.3483309143686502,1.0,0.7969840225758702,0.875,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
971,1.0,1.0,1.0,1.0,0.925,0.0,0.20872832708244005,1.0,0.4132224105194382,0.14285714285714285,0.125,0.4444444444444444,0.11688311688311688,0.25,0.33381712626995647,0.875,0.6711935780507041,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
972,0.875,1.0,0.75,1.0,0.8875,1.0,0.21405423460458906,1.0,0.5082882929569905,0.2857142857142857,0.25,0.5555555555555556,0.22597402597402597,0.25,0.34687953555878087,0.875,0.03401643448296174,0.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
973,1.0,1.0,1.0,1.0,1.0,1.0,0.9197893613150541,1.0,0.7284912504766226,0.14285714285714285,0.25,0.4444444444444444,0.005194805194805196,0.25,0.34107402031930334,1.0,0.9531696430032366,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
974,1.0,1.0,1.0,1.0,0.9625000000000001,0.0,0.3208604465094709,1.0,0.7065415210996662,0.14285714285714285,0.25,0.6666666666666666,0.08831168831168831,0.375,0.34687953555878087,1.0,0.8021355010357456,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
975,0.875,0.875,1.0,0.875,0.875,0.0,0.657244356880085,1.0,0.5383113875361687,0.14285714285714285,0.375,0.7777777777777777,0.057142857142857134,0.125,0.34687953555878087,0.875,0.8128261834714874,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
976,1.0,0.875,1.0,1.0,0.875,0.0,0.544074887674185,1.0,0.4024141786327391,0.14285714285714285,0.0,0.4444444444444444,0.007792207792207792,0.125,0.36284470246734396,0.875,0.9337292619099824,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
977,1.0,1.0,1.0,1.0,0.9375,0.0,0.7155319052529308,1.0,0.571799900744054,0.14285714285714285,0.25,0.4444444444444444,0.22077922077922077,0.25,0.3483309143686502,1.0,0.21034244505749233,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
978,1.0,0.875,1.0,0.875,0.925,1.0,0.46232347743813307,1.0,0.543275709741124,0.14285714285714285,0.125,0.4444444444444444,0.07012987012987013,0.125,0.3483309143686502,0.875,0.8619565826834699,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
979,1.0,1.0,1.0,1.0,0.9750000000000001,1.0,0.72397234551579,1.0,0.5813512930942579,0.14285714285714285,0.125,0.3333333333333333,0.057142857142857134,0.125,0.3483309143686502,1.0,0.8289059713263761,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
980,0.875,1.0,1.0,0.875,0.875,0.0,0.2910158948047865,0.875,0.4910220001664811,0.2857142857142857,0.375,0.5555555555555556,0.023376623376623377,0.25,0.3483309143686502,0.875,0.8831943503601384,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
981,1.0,1.0,1.0,1.0,0.9750000000000001,1.0,0.16453999791826845,1.0,0.6529345508357665,0.14285714285714285,0.375,0.7777777777777777,0.11168831168831168,0.375,0.3483309143686502,1.0,0.6698542974983938,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
982,1.0,1.0,0.875,1.0,0.9375,0.0,0.2785958065156251,1.0,0.5454617434106694,0.14285714285714285,0.125,0.4444444444444444,0.23896103896103896,0.25,0.36284470246734396,1.0,0.3814610392797887,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
983,1.0,1.0,1.0,1.0,0.9750000000000001,1.0,0.7789640611364916,0.875,0.8376507030253606,0.14285714285714285,0.0,0.4444444444444444,0.03636363636363636,0.125,0.3483309143686502,1.0,0.7117541350734294,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
984,1.0,1.0,0.75,1.0,1.0,0.0,0.21932205635499713,1.0,0.4447481175136545,0.14285714285714285,0.0,0.2222222222222222,0.0,0.125,0.3483309143686502,1.0,0.24915273946228503,0.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
985,0.875,1.0,1.0,1.0,0.925,1.0,0.19694493823828907,0.875,0.4425392374838566,0.14285714285714285,0.25,0.6666666666666666,0.22337662337662337,0.375,0.3483309143686502,0.875,0.2954150781417886,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
986,1.0,1.0,1.0,1.0,0.9750000000000001,1.0,0.6100066256419154,1.0,0.748301910438272,0.14285714285714285,0.0,0.3333333333333333,0.025974025974025972,0.125,0.36284470246734396,1.0,0.5997684817029205,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
987,0.875,1.0,0.875,0.875,0.875,0.0,0.8055143227663848,0.75,0.876320807721072,0.14285714285714285,0.375,0.8888888888888888,0.06753246753246753,0.25,0.3686502177068215,0.875,0.1718206976746723,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
988,1.0,1.0,1.0,1.0,1.0,0.0,0.8346356609674217,1.0,0.6821596201664306,0.14285714285714285,0.125,0.4444444444444444,0.02077922077922078,0.125,0.37590711175616837,1.0,0.8852280549037832,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
989,1.0,1.0,0.875,1.0,0.9750000000000001,1.0,0.7773515166450125,1.0,0.61721976208878,0.2857142857142857,0.25,0.6666666666666666,0.09090909090909091,0.375,0.36284470246734396,1.0,0.4494402392850247,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
990,1.0,1.0,0.875,1.0,0.9500000000000002,0.0,0.04131878653970489,1.0,0.44467417710768586,0.14285714285714285,0.375,0.5555555555555556,0.06753246753246753,0.25,0.37735849056603776,1.0,0.7483341569118968,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
991,0.875,1.0,1.0,1.0,0.875,0.0,0.643606677572734,1.0,0.273220338586043,0.14285714285714285,0.5,0.8888888888888888,0.012987012987012988,0.25,0.36284470246734396,0.875,0.6678969948654513,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
992,1.0,1.0,1.0,1.0,0.9625000000000001,0.0,0.2540332607951541,1.0,0.36685072385068906,0.14285714285714285,0.0,0.2222222222222222,0.007792207792207792,0.125,0.3701015965166909,1.0,0.9055206380061327,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
993,1.0,1.0,1.0,1.0,0.9750000000000001,1.0,0.16846227865835317,0.875,0.44860357581148946,0.2857142857142857,0.125,0.4444444444444444,0.20779220779220778,0.25,0.37735849056603776,1.0,0.20913301721006491,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
994,1.0,1.0,1.0,0.875,0.8500000000000001,0.0,0.4375741014810046,1.0,0.47600942061433216,0.14285714285714285,0.125,0.6666666666666666,0.007792207792207792,0.0,0.36284470246734396,0.875,0.920308400174097,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
995,1.0,1.0,1.0,1.0,1.0,1.0,0.22712147044722997,1.0,0.06431899427161625,0.42857142857142855,0.5,0.0,0.02857142857142857,0.375,0.37590711175616837,1.0,0.7851033727451129,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
996,1.0,1.0,1.0,0.875,1.0,0.0,0.21872252028884986,1.0,0.5251652427621138,0.2857142857142857,0.375,0.8888888888888888,0.0025974025974025974,0.25,0.37590711175616837,1.0,0.9449294940391457,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
997,1.0,1.0,1.0,1.0,0.9750000000000001,0.0,0.348983890786144,1.0,0.36873350060579924,0.14285714285714285,0.0,0.3333333333333333,0.11168831168831168,0.125,0.36284470246734396,1.0,0.5648694764331086,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
998,0.875,1.0,1.0,1.0,0.9000000000000001,0.0,0.09388105079665365,0.875,0.3015338701652581,0.14285714285714285,0.375,0.7777777777777777,0.15844155844155844,0.25,0.37735849056603776,0.875,0.6211991958382558,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
999,1.0,1.0,1.0,1.0,0.9750000000000001,0.0,0.5575908781646604,1.0,0.4799107484312799,0.14285714285714285,0.375,0.5555555555555556,0.012987012987012988,0.25,0.37590711175616837,1.0,0.7496719539319605,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1000,1.0,1.0,1.0,0.75,1.0,0.0,0.570864781523369,1.0,0.6557620745363693,0.14285714285714285,0.125,0.4444444444444444,0.007792207792207792,0.125,0.3918722786647315,1.0,0.8536488893688553,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1001,0.875,0.875,0.875,0.875,0.825,0.0,0.37834687877904116,1.0,0.5295257299042078,0.14285714285714285,0.25,0.6666666666666666,0.08051948051948052,0.25,0.38461538461538464,0.875,0.5624985301031601,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1002,1.0,1.0,0.875,1.0,0.9375,0.0,0.2871165128152029,1.0,0.4947901280319229,0.14285714285714285,0.0,0.2222222222222222,0.0025974025974025974,0.125,0.3918722786647315,1.0,0.6847413690602806,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1003,0.875,0.875,0.875,0.875,0.8875,0.0,0.45609124753963215,1.0,0.5001232143216612,0.14285714285714285,0.25,0.6666666666666666,0.2675324675324675,0.0,0.3904208998548621,0.875,0.5036098048391513,0.875,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1004,1.0,1.0,1.0,1.0,0.9625000000000001,1.0,0.31606528109404053,1.0,0.7155221870621062,0.2857142857142857,0.375,0.6666666666666666,0.2727272727272727,0.25,0.38461538461538464,1.0,0.18304959688283698,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1005,1.0,1.0,1.0,1.0,0.9500000000000002,1.0,0.8873034680004821,0.875,0.7978521094045163,0.3571428571428571,1.0,0.3333333333333333,0.22337662337662337,0.625,0.3817126269956459,1.0,0.1946615528437459,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1006,1.0,1.0,1.0,1.0,0.9750000000000001,0.0,0.4554701221621258,1.0,0.539750185295361,0.14285714285714285,0.0,0.2222222222222222,0.06233766233766233,0.125,0.37735849056603776,1.0,0.2761412453598711,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1007,1.0,1.0,1.0,1.0,0.9875,1.0,0.3334780429260036,1.0,0.3811744645830686,0.14285714285714285,0.125,0.6666666666666666,0.04415584415584416,0.25,0.38461538461538464,1.0,0.8118973613851829,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1008,1.0,1.0,1.0,1.0,1.0,0.0,0.9394088487123895,1.0,0.8149912676389022,0.21428571428571427,0.25,0.8888888888888888,0.018181818181818184,0.25,0.3918722786647315,1.0,0.4376959435210547,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1009,1.0,1.0,1.0,1.0,1.0,0.0,0.6741733785681845,1.0,0.7880872434992625,0.14285714285714285,0.125,0.4444444444444444,0.01038961038961039,0.125,0.38461538461538464,1.0,0.7136727349680551,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1010,1.0,1.0,1.0,1.0,1.0,0.0,0.3863822482566093,1.0,0.45559972431681217,0.14285714285714285,0.0,0.2222222222222222,0.03636363636363636,0.125,0.3918722786647315,1.0,0.14547857550361012,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1011,1.0,1.0,1.0,1.0,0.9625000000000001,1.0,0.2801541417528597,1.0,0.5015443931721393,0.14285714285714285,0.125,0.6666666666666666,0.11168831168831168,0.25,0.3918722786647315,1.0,0.22863819375585642,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1012,1.0,1.0,1.0,1.0,1.0,0.0,0.33691760235296897,1.0,0.3760316241031205,0.14285714285714285,0.125,0.2222222222222222,0.015584415584415586,0.0,0.40493468795355586,1.0,0.531370183838007,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1013,1.0,0.875,1.0,0.875,0.825,0.0,0.2760347645441925,1.0,0.5320289698515808,0.2857142857142857,0.75,0.4444444444444444,0.025974025974025972,0.5,0.397677793904209,0.875,0.9290882494428574,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1014,0.875,0.875,0.875,0.875,0.8375000000000001,0.0,0.7734595220538267,0.75,0.7883059851304779,0.14285714285714285,0.25,0.6666666666666666,0.2623376623376623,0.375,0.3918722786647315,0.875,0.08879141209362397,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1015,1.0,1.0,1.0,1.0,0.9750000000000001,0.0,0.48567831304120546,1.0,0.6336014915725627,0.14285714285714285,0.125,0.3333333333333333,0.023376623376623377,0.125,0.3933236574746009,1.0,0.5573615815326416,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1016,0.875,0.875,1.0,0.875,0.9500000000000002,0.0,0.2302841257139221,1.0,0.12606313556443638,0.2857142857142857,0.25,0.6666666666666666,0.03896103896103896,0.25,0.40493468795355586,1.0,0.9254669472287945,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1017,0.875,1.0,0.75,1.0,0.8625,0.0,0.6152770289731393,0.875,0.7629381647620903,0.14285714285714285,0.125,0.4444444444444444,0.033766233766233764,0.125,0.3918722786647315,0.875,0.1395408685863138,0.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1018,1.0,1.0,1.0,1.0,0.9750000000000001,0.0,0.17587319539097734,0.875,0.44971055688540673,0.14285714285714285,0.125,0.4444444444444444,0.05454545454545454,0.125,0.40638606676342526,1.0,0.16489604911364403,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1019,1.0,1.0,1.0,1.0,1.0,0.0,0.21942980625215114,1.0,0.7096813322000344,0.14285714285714285,0.0,0.2222222222222222,0.08051948051948052,0.125,0.40493468795355586,1.0,0.39811486684752667,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1020,1.0,1.0,0.875,1.0,0.9375,1.0,0.2519515414488751,1.0,0.5165676024096229,0.14285714285714285,0.125,0.6666666666666666,0.16623376623376623,0.25,0.40493468795355586,1.0,0.32243146571895137,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1021,1.0,0.875,0.875,1.0,0.9000000000000001,0.0,0.22609947027262933,1.0,0.43588744840201343,0.14285714285714285,0.375,0.4444444444444444,0.025974025974025972,0.25,0.3918722786647315,0.875,0.12144653120708256,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1022,0.875,1.0,0.875,1.0,0.9000000000000001,1.0,0.5308937445152537,1.0,0.46551948289004486,0.14285714285714285,0.375,0.7777777777777777,0.05974025974025973,0.375,0.40638606676342526,0.875,0.8514005089824606,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1023,0.875,0.75,1.0,0.875,0.9500000000000002,0.0,0.31415517765452705,1.0,0.37925378185491354,0.14285714285714285,0.0,0.2222222222222222,0.005194805194805196,0.0,0.3918722786647315,1.0,0.882597184997562,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1024,1.0,1.0,0.875,1.0,0.9625000000000001,1.0,0.6102763729644494,1.0,0.2700258719756903,0.2857142857142857,0.25,0.6666666666666666,0.14025974025974025,0.375,0.41364296081277213,1.0,0.25207944315180786,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1025,1.0,1.0,1.0,1.0,0.9625000000000001,0.0,0.460066630367578,1.0,0.5944818648708861,0.14285714285714285,0.25,0.5555555555555556,0.007792207792207792,0.25,0.41364296081277213,1.0,0.8661080731425032,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1026,0.875,0.875,0.875,1.0,0.9625000000000001,0.0,0.3879214759475076,1.0,0.5524395965443318,0.2857142857142857,0.75,0.0,0.03116883116883117,0.5,0.420899854862119,1.0,0.9099473236969188,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1027,1.0,1.0,1.0,1.0,0.9750000000000001,1.0,0.6015808680237456,1.0,0.21329466887516446,0.2857142857142857,0.375,0.8888888888888888,0.057142857142857134,0.5,0.41364296081277213,1.0,0.8915323251859052,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1028,1.0,1.0,1.0,1.0,0.9500000000000002,1.0,0.00735636425906705,0.75,0.7932530919069904,0.3571428571428571,0.25,0.7777777777777777,0.3194805194805195,0.375,0.41364296081277213,1.0,0.08043467494826727,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1029,1.0,1.0,0.875,1.0,0.9375,1.0,0.31036372118995814,1.0,0.3799972287379205,0.14285714285714285,0.125,0.4444444444444444,0.13506493506493505,0.25,0.420899854862119,1.0,0.5199497344368196,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1030,0.875,1.0,1.0,0.875,0.8625,0.0,0.22459116039533455,1.0,0.3177822730904154,0.2857142857142857,0.5,0.0,0.06233766233766233,0.375,0.420899854862119,0.875,0.556559208753713,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1031,1.0,1.0,1.0,1.0,1.0,0.0,0.18735973069715328,1.0,0.672133627292169,0.14285714285714285,0.5,0.8888888888888888,0.015584415584415586,0.375,0.40783744557329465,1.0,0.940977495033985,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1032,1.0,1.0,1.0,1.0,0.9750000000000001,0.0,0.5318715731254429,1.0,0.3984654461783066,0.14285714285714285,0.0,0.2222222222222222,0.02077922077922078,0.0,0.420899854862119,1.0,0.8181323419847262,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1033,0.75,0.875,0.75,0.875,0.8375000000000001,0.0,0.6667183827026975,1.0,0.5584984066165362,0.21428571428571427,0.125,0.5555555555555556,0.04155844155844156,0.25,0.420899854862119,0.875,0.525510755063372,0.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1034,1.0,1.0,1.0,0.875,0.9000000000000001,0.0,0.8397938741067605,0.875,0.6908974230648255,0.14285714285714285,0.25,0.6666666666666666,0.19220779220779222,0.25,0.420899854862119,0.875,0.09677700437751097,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1035,0.875,1.0,0.875,1.0,0.8875,0.0,0.7270228670730035,1.0,0.5550442350901221,0.14285714285714285,0.25,0.4444444444444444,0.15584415584415584,0.375,0.420899854862119,0.875,0.037754106711783496,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1036,1.0,0.875,0.875,1.0,0.925,0.0,0.32021094280213447,1.0,0.3752885196271336,0.14285714285714285,0.0,0.3333333333333333,0.16623376623376623,0.125,0.420899854862119,0.875,0.04326857060577203,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1037,0.875,0.875,1.0,1.0,0.9625000000000001,0.0,0.5456960288864252,1.0,0.3967886841235213,0.14285714285714285,0.25,0.5555555555555556,0.051948051948051945,0.125,0.4339622641509434,1.0,0.7886665554017482,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1038,0.875,0.875,0.875,0.875,0.825,0.0,0.20940233760228466,1.0,0.32588728577263737,0.2857142857142857,0.5,0.0,0.23116883116883116,0.5,0.420899854862119,0.875,0.5723644995096708,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1039,1.0,0.875,0.875,1.0,0.925,0.0,0.5577057844466822,1.0,0.5284222406567096,0.14285714285714285,0.0,0.2222222222222222,0.05974025974025973,0.125,0.420899854862119,0.875,0.0887814200676098,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1040,0.875,0.875,0.875,0.875,0.8500000000000001,0.0,0.557959037187004,0.875,0.15255189916194922,0.2857142857142857,0.625,0.0,0.2701298701298701,0.375,0.420899854862119,0.875,0.24072396373636323,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1041,0.875,0.875,0.875,0.875,0.8125,0.0,0.42221330960336445,1.0,0.5475510455886479,0.3571428571428571,0.5,0.0,0.1974025974025974,0.375,0.420899854862119,0.875,0.39495935012560934,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1042,1.0,1.0,1.0,1.0,1.0,0.0,0.37666181188353676,1.0,0.4686475179574927,0.14285714285714285,0.0,0.2222222222222222,0.018181818181818184,0.125,0.4354136429608128,1.0,0.7572259255986762,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1043,1.0,1.0,1.0,1.0,0.9750000000000001,1.0,0.12264082940856724,1.0,0.3365845169550994,0.14285714285714285,0.0,0.3333333333333333,0.18961038961038962,0.0,0.4281567489114659,1.0,0.5992910897526101,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1044,1.0,1.0,1.0,1.0,1.0,0.0,0.29807759432321745,1.0,0.3640932360098077,0.2857142857142857,0.875,1.0,0.01038961038961039,0.375,0.432510885341074,1.0,0.9648568227757107,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1045,0.875,0.875,0.875,0.875,0.8375000000000001,0.0,0.40191290358677634,1.0,0.5241237574941806,0.3571428571428571,0.5,0.0,0.03116883116883117,0.375,0.420899854862119,0.875,0.595560529751912,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1046,0.875,0.875,0.875,0.875,0.8500000000000001,0.0,0.3770840520908223,1.0,0.5128806879065451,0.14285714285714285,0.25,0.6666666666666666,0.18441558441558442,0.25,0.420899854862119,0.875,0.40987172900229185,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1047,1.0,1.0,1.0,1.0,1.0,1.0,0.1617430609632038,1.0,0.42435855641235776,0.14285714285714285,0.125,0.5555555555555556,0.0025974025974025974,0.25,0.44992743105950656,1.0,0.46591669748268577,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1048,1.0,1.0,0.875,1.0,1.0,0.0,0.20941184475475438,1.0,0.3684069652833841,0.14285714285714285,0.25,0.5555555555555556,0.0025974025974025974,0.25,0.4426705370101597,1.0,0.7927006722800909,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1049,1.0,1.0,0.875,0.875,0.9125000000000001,0.0,0.56394500753089,1.0,0.5004407321275721,0.14285714285714285,0.125,0.6666666666666666,0.03116883116883117,0.25,0.44992743105950656,0.875,0.616002513278159,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1050,1.0,1.0,1.0,1.0,1.0,0.0,0.1805234647184193,1.0,0.7611152200622655,0.5,0.25,0.5555555555555556,0.012987012987012988,0.375,0.44992743105950656,1.0,0.2286660754354331,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1051,0.875,1.0,0.875,1.0,0.9125000000000001,0.0,0.6553484177929931,1.0,0.5384886046773545,0.2857142857142857,0.25,0.5555555555555556,0.0,0.25,0.4426705370101597,0.875,0.349240551481296,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1052,1.0,1.0,0.875,1.0,0.9500000000000002,0.0,0.289871223923285,1.0,0.5241284963292401,0.14285714285714285,0.125,0.4444444444444444,0.018181818181818184,0.125,0.44992743105950656,1.0,0.27732484229288634,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1053,0.875,0.875,0.75,0.875,0.825,0.0,0.29391719007514894,1.0,0.39419302491171493,0.14285714285714285,0.375,0.7777777777777777,0.07532467532467532,0.25,0.4354136429608128,0.875,0.3502538476390566,0.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1054,1.0,1.0,0.75,1.0,0.9375,0.0,0.6624379097846145,1.0,0.7242902921487939,0.14285714285714285,0.125,0.4444444444444444,0.0025974025974025974,0.125,0.44992743105950656,1.0,0.20972651737532605,0.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1055,0.875,1.0,0.875,1.0,1.0,1.0,0.6693724176387832,1.0,0.5753967706629055,0.14285714285714285,0.125,0.4444444444444444,0.01038961038961039,0.25,0.44992743105950656,1.0,0.7240987377976746,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1056,1.0,1.0,1.0,1.0,0.9500000000000002,0.0,0.5375416873147856,1.0,0.4402235023968615,0.14285714285714285,0.125,0.4444444444444444,0.09350649350649351,0.125,0.45573294629898403,1.0,0.7106441038865273,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1057,1.0,1.0,1.0,1.0,1.0,0.0,0.4407931412418975,1.0,0.5326215828888508,0.14285714285714285,0.125,0.4444444444444444,0.005194805194805196,0.125,0.44992743105950656,1.0,0.8514012507485839,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1058,1.0,1.0,1.0,1.0,1.0,0.0,0.17318146453425243,1.0,0.6545135464389205,0.14285714285714285,0.125,0.4444444444444444,0.0025974025974025974,0.25,0.45718432510885343,1.0,0.8402781186629448,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1059,0.875,1.0,0.875,1.0,0.9125000000000001,0.0,0.43508847511765225,0.875,0.3617362867744305,0.14285714285714285,0.0,0.2222222222222222,0.007792207792207792,0.125,0.45718432510885343,0.875,0.13510218373765043,0.875,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1060,1.0,1.0,1.0,1.0,0.9875,1.0,0.7131351474020562,0.875,0.7532040878943462,0.2857142857142857,0.375,0.8888888888888888,0.07012987012987013,0.375,0.45718432510885343,1.0,0.759505983761867,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1061,1.0,1.0,1.0,1.0,0.9625000000000001,0.0,0.6624077792419598,1.0,0.7169540237042611,0.21428571428571427,0.375,0.4444444444444444,0.01038961038961039,0.125,0.4644412191582003,1.0,0.9060587675119529,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
